ID stanice;mesic detekce;druhy z roku detekce;hodnota rozdilu teplot
119;2;1966;9.31071
119;3;1962;6.57742
119;3;1977;5.95161
119;6;1979;3.2
119;7;1984;4.90968
119;11;1963;5.13333
120;1;1983;8.83226
120;1;1988;8.8
120;1;2007;9.19355
120;2;1966;8.89286
120;5;2019;6.41935
120;7;1994;5.57742
120;7;1996;5.22258
120;8;2015;6.3129
120;11;1994;5.42333
120;11;1995;5.21
455;1;2007;8.34516
455;5;2019;6.12581
455;7;1984;5
455;7;1994;4.96774
455;7;1996;4.83548
455;8;2015;5.52581
455;11;1994;5.69333
455;11;1995;5.17
121;1;1988;8.97419
121;1;2007;9.57097
121;5;2019;5.56774
121;11;1994;6.3
121;11;1995;5.36
122;1;2007;10.7161
122;5;2019;4.93871
122;7;1994;4.26129
122;11;1993;4.85667
122;11;1994;6.24667
122;11;1995;5.66667
449;1;2007;9.34194
449;1;2018;8.52258
449;2;1996;8.2351
449;2;2003;8.28214
449;3;2014;5.70323
449;7;1994;4.69355
449;8;2015;5.36452
449;11;1994;5.18333
449;11;1995;5.26
123;1;2018;4.66774
123;1;2019;4.46452
123;1;2020;5.26452
123;1;2021;4.27097
123;2;2018;7.05714
123;2;2019;7.9
123;3;2018;4.71935
123;3;2019;3.72258
123;4;2018;6.87667
123;5;2019;5.50968
123;5;2022;4.63871
123;6;2019;3.75333
123;6;2020;4.76
123;7;2020;1.62903
123;9;2023;5.83667
123;11;2018;2.43333
123;11;2023;3.03
123;12;2017;2.66774
124;1;2018;8.60645
124;3;2014;4.19355
124;5;2019;5.32581
124;6;2020;4.42667
124;8;2015;3.94839
124;9;2017;2.59667
124;9;2018;1.96667
124;9;2023;2.44667
124;10;2022;4.20645
124;11;2016;3.39333
124;12;2011;7.06452
125;1;2019;5.12581
125;1;2020;6.36774
125;1;2021;4.7871
125;2;2018;7.76429
125;2;2019;8.21071
125;3;2018;4.74194
125;3;2019;3.57742
125;4;2018;6.42667
125;5;2019;5.67097
125;5;2022;4.56129
125;6;2019;3.77667
125;6;2020;4.96
125;7;2016;2.12903
125;9;2017;4.45
125;9;2023;5.6
125;12;2015;5.37742
126;1;2018;8.26774
126;3;2014;5.51935
126;4;2018;5.01333
126;5;2019;5.79677
126;7;2011;3.0129
126;8;2015;3.7
126;8;2016;3.30323
453;1;1983;9.19032
453;1;1988;9.12581
453;1;2007;9.51613
453;9;2007;5.10667
453;11;1994;5.89667
453;11;1995;5.39
453;12;1997;6.31935
453;12;2011;8.00968
127;2;1966;8.22143
127;3;1962;5.69032
127;3;1977;5.74839
127;7;1963;3.53226
127;10;1966;4.73548
128;1;2018;7.56774
128;2;2021;5.22599
128;3;2018;5.0871
128;3;2019;4.93548
128;4;2018;5.97
128;5;2019;5.8
128;6;2020;4.76
128;7;2017;2.89472
128;9;2017;4.91
128;9;2023;5.06667
128;12;2021;2.75484
129;2;1966;7.48929
129;3;1962;5.23226
129;3;1977;5.83548
129;6;1979;3.91667
129;7;1963;3.33871
129;8;1976;2.87097
314;1;1965;4.68387
314;1;1966;3.53871
314;2;1966;8.61786
314;4;1966;2.91333
314;5;1965;2.80323
314;6;1965;3.16667
314;7;1965;2.36452
314;7;1967;2.63871
314;7;1968;2.49032
314;9;1967;1.54
314;10;1966;5.37097
314;12;1965;1.54194
314;12;1967;1.99032
130;1;1988;9.06774
130;4;1983;3.62667
130;5;1991;4.57419
130;6;1979;3.83333
130;7;1984;5.51935
130;8;1976;2.9871
130;11;1965;4.88
130;11;1985;4.18
130;11;1986;4.17667
130;11;1988;4.97333
131;3;1977;5.89677
131;6;1971;4.37667
131;7;1963;3.92903
131;7;1967;3.53226
131;8;1967;2.53226
131;8;1976;2.75806
131;10;1966;5.77097
132;1;1988;7.84194
132;2;2019;7.88214
132;3;2014;8.33871
132;4;2018;6.84333
132;7;1994;6.57097
132;8;2015;6.42581
132;11;1985;5.98333
133;1;2020;5.39355
133;2;2018;7.38214
133;2;2019;7.51429
133;3;2013;6.33226
133;3;2014;8.05161
133;4;2018;6.82333
133;5;2019;5.77097
133;7;2011;3.45484
133;8;2015;5.9
133;8;2016;4.94839
133;9;2023;5.8
133;11;2016;3.65333
318;1;1988;9.90968
318;1;2007;9.85806
134;2;1966;7.925
134;2;1991;7.85
134;2;1996;7.3553
134;3;2013;5.56129
134;3;2014;7.38065
134;4;2018;4.99333
134;8;1993;4.23871
134;8;2015;5.34516
134;8;2016;4.1129
135;3;2007;5.60323
135;3;2013;6.56129
135;5;2004;4.1129
135;6;2004;3.84333
135;11;2000;4.31
135;11;2001;4.27333
135;11;2007;4.81667
136;1;1963;10.5226
136;3;1962;10.7097
136;4;1962;7.77667
136;5;1962;6.45603
136;6;1962;9.62758
136;6;1963;8.90424
136;7;1963;8.43548
136;8;1963;5.89355
136;9;1962;8.29333
136;9;1963;7.82
136;9;1975;7.44095
136;10;1962;7.8129
136;11;1963;8.89
136;12;1963;11.2677
137;2;2021;5.28128
137;2;2022;4.37143
137;4;2021;2.87
137;5;2022;2.46129
137;6;2020;3.81
137;7;2021;1.49677
137;8;2021;2.59355
137;8;2022;2.90968
137;9;2023;4.07667
137;10;2022;1.94839
137;12;2021;2.52903
138;2;1966;8.09643
138;5;2019;5.65484
138;8;2015;5.6
139;1;1988;10.6065
139;1;2007;9.49677
139;3;2014;7.64194
139;5;2019;5.84839
139;12;2011;6.8871
140;1;1988;9.86129
140;1;2007;9.17742
140;2;2003;8.03571
140;3;2014;7.46452
140;5;2019;6.16129
140;7;1994;6.53871
140;8;2015;6.20645
140;12;2011;6.92581
141;2;1966;8.88929
141;3;1977;7.55161
141;5;1970;3.89355
141;5;1971;4.24194
141;7;1963;3.54194
141;7;1965;3.2129
141;7;1975;3.27419
141;8;1972;2.74839
262;1;1988;8.4
262;2;1966;10.6321
142;1;2018;6.92258
142;3;2014;7.45484
142;4;2018;5.65
142;5;2019;5.81613
142;6;2020;4.53
142;7;2010;3.15279
142;7;2011;4.04839
142;8;2015;5.9
142;8;2016;4.94516
142;9;2017;4.73667
142;9;2023;4.82667
142;12;2011;6.64194
143;1;2018;5.83226
143;2;2019;5.78571
143;3;2018;5.51935
143;3;2019;5.1129
143;4;2018;6.64667
143;5;2019;5.53871
143;6;2020;4.49333
143;7;2016;1.40323
143;7;2018;1.64516
143;8;2016;4.73548
143;9;2017;4.64667
143;9;2023;5.55667
143;11;2016;3.47333
143;12;2016;4.56774
256;1;2007;11.4387
256;2;1991;8.65714
256;2;1996;8.60246
256;2;2003;8.19286
256;4;2018;6.58333
256;7;1994;4.35161
256;8;1992;4.35161
256;8;1993;4.45806
256;8;2015;5.44516
256;8;2016;4.61613
144;2;2021;5.39076
144;2;2022;4.58214
144;4;2021;3.11667
144;5;2022;3.14839
144;6;2020;4.26667
144;8;2021;2.56774
144;8;2022;3.17097
144;9;2023;4.47667
144;10;2022;2.19032
144;11;2019;1.97
144;11;2020;2.12
144;12;2021;3.01613
145;1;1988;9.57419
145;3;1977;6.82903
145;3;2014;7.59032
145;5;2019;6.27742
145;8;2015;5.63548
145;11;2001;5.57
266;1;1988;11.9258
266;3;2014;6.64194
266;10;1966;5.35806
146;2;1966;8.95357
146;3;1962;5.72258
146;3;1977;6.45161
146;6;1979;3.85667
146;7;1963;3.1129
146;8;1972;2.98387
146;9;1976;4.4
147;2;1966;8.38214
147;3;1962;5.77742
147;3;1977;6.79355
148;1;2018;6.99032
148;3;2014;6.46774
148;4;2018;5.79667
148;5;2019;4.96774
148;6;2020;3.94667
148;8;2015;4.54839
148;8;2016;3.44753
148;9;2023;4.25333
149;1;1963;6.42903
149;2;1966;8.85714
149;3;1962;5.69032
149;3;1972;5.33226
149;7;1963;3.79355
149;9;1973;4.78765
150;1;1988;10.7645
150;7;1984;5.06129
150;7;1994;4.68387
150;12;1997;5.78065
150;12;2001;5
152;1;2007;5.76774
152;1;2018;5.43871
152;2;2019;6.92143
152;3;2013;7.09355
152;3;2014;8.91935
152;4;2018;7.16333
152;5;2019;5.70968
152;7;2006;4.95161
152;7;2007;4.89032
152;8;2015;6.69355
152;9;2007;5.06
152;9;2017;5.82
152;9;2023;5.86
152;11;2007;4.61333
152;11;2008;4.13
153;1;1988;9.65484
153;2;1966;8.77857
153;3;2014;7.9871
153;4;2018;6.61333
153;5;2019;5.80968
153;7;1994;6.09355
153;8;2015;6.22903
274;1;2018;5.92581
274;3;2013;6.16774
274;3;2014;7.24194
274;4;2018;6.26
274;5;2019;4.66129
274;6;2020;4.24333
274;8;2015;5.10968
274;8;2016;4.34839
274;9;2023;4.44333
274;12;2011;7.27097
154;1;1988;10.4968
154;1;2007;9.3
154;2;2003;8.91786
154;3;2014;6.63548
154;7;1994;5.6
154;8;2015;6.24516
155;1;1988;10.1387
155;2;1966;8.48571
155;3;2014;7.10323
155;8;2015;6.12903
284;1;1988;10.2613
284;2;1966;9.65714
284;3;2014;7.00645
284;7;1984;4.82581
156;1;2007;10.3226
156;3;2007;5.29355
156;3;2013;4.85161
156;3;2014;6.45484
156;3;2018;4.94516
156;3;2019;4.95806
156;4;2018;5.79333
156;5;2019;5.46774
156;8;2015;5.44516
156;9;2023;4.32
156;11;2006;4.14667
156;11;2007;4.72333
156;12;2011;6.32258
157;1;1988;11.3323
157;1;2007;10.671
157;3;1962;6.23226
157;3;2013;6.3129
157;3;2014;6.87742
157;5;2019;5.05806
157;7;1984;4.8
157;7;1994;4.95484
157;11;1986;5.61667
278;1;1988;11.6065
278;1;2007;10.3032
278;3;2014;7.01613
158;1;2007;9.82581
158;3;1962;6.06774
158;3;1977;5.88065
158;3;2014;5.97419
158;5;2019;5.2
158;6;2004;4.69
158;7;1994;4.90645
158;11;1994;5.48333
158;11;1995;5.09333
159;1;1965;5.8
159;1;1966;5.45161
159;2;1966;8.57857
159;4;1965;2.45667
159;4;1966;2.81
159;4;1967;2.51
159;5;1969;3.08387
159;6;1965;2.39195
159;7;1965;2.39677
159;7;1968;2.35989
159;10;1966;4.82258
160;2;1966;9.175
160;3;1962;6.33226
160;3;1977;6.32581
160;5;1970;4.2
160;7;1963;2.96452
161;1;2007;10.2968
161;3;2014;7.35484
161;5;2019;5.90323
161;10;1966;6.16129
162;2;1966;7.70714
162;3;1962;5.53871
162;3;1977;5.95161
162;5;1969;3.50645
162;5;1970;3.38387
162;6;1979;3.62
162;9;1976;4.40333
162;10;1966;5.13226
163;1;2007;9.4172
163;1;2018;7.43548
163;3;2013;5.57742
163;3;2014;6.97419
163;4;2018;6.38
163;5;2019;5.7129
163;7;2011;3.68065
163;8;2015;5.68065
163;9;2017;4.48
163;9;2023;4.99
163;11;2006;3.75
163;11;2007;4.47333
163;11;2008;3.76333
163;12;2011;6.51935
164;1;1988;9.57419
164;2;1966;7.53929
164;3;2014;8
164;7;1994;7.09677
164;8;2015;6.46237
165;1;1963;8.33226
165;1;1988;10.4871
165;2;1991;8.65
165;4;1983;4.17
165;6;1979;3.77333
165;6;1980;3.77333
165;7;1984;5.20323
165;10;1966;5.67097
166;1;1988;10.1097
166;1;2007;9.36452
166;2;1991;8.43929
166;3;2014;7.44194
166;8;2015;5.83548
167;1;2018;8.25484
167;3;2018;4.95484
167;3;2019;4.94194
167;4;2018;5.59
167;5;2019;4.92258
167;6;2020;3.98333
167;8;2015;5.15161
167;9;2017;3.93667
167;9;2023;4.85333
167;11;2014;3.05072
167;12;2016;4.83548
168;2;1966;7.92857
168;3;2007;6.01613
168;3;2014;7.09032
168;4;2018;5.71667
168;5;2019;6.16129
168;8;2015;5.88065
168;9;2007;4.52333
168;9;2010;3.95667
168;9;2017;4.61333
168;9;2023;4.26667
168;10;1966;5.71613
169;2;1975;4.57143
169;3;1977;6.26452
169;5;1969;3.2871
169;6;1979;3.87
169;11;1973;2.24333
169;11;1976;2.95
169;11;1978;2.46333
170;2;1996;7.98867
170;2;1997;6.21724
170;5;1994;2.69032
170;6;2001;2.79667
170;7;1994;5.97419
170;8;1993;4.4871
170;11;1994;5.20333
170;11;1995;4.9
170;12;1997;5.37097
171;1;2007;9.75806
171;1;2018;7.83871
171;3;2007;5.97419
171;3;2014;6.70968
171;5;2019;5.99677
171;7;2007;3.87742
171;8;2015;5.94516
171;8;2016;4.85806
171;9;2007;4.83
171;9;2010;5.82
171;11;2007;4.39667
171;11;2008;3.91
171;12;2011;7.07742
300;1;2000;3.51935
300;1;2003;3.55161
300;2;2003;5.36429
300;3;2000;2.14747
300;4;2001;4.14333
300;6;2001;3.38667
300;6;2002;3.53333
300;7;2000;3.47419
300;10;2002;5.98387
300;11;2001;5.81667
300;12;2001;6.33226
172;1;2007;9.08065
172;1;2018;7.95806
172;2;2003;8.26786
172;3;2007;5.7129
172;3;2013;4.82581
172;3;2014;6.12903
172;4;2018;6.02
172;5;2019;5.73226
172;8;2015;5.27419
172;9;2023;4.71667
172;10;2002;5.07742
172;12;2011;6.7
173;1;1988;9.96129
173;4;1998;5.22333
173;7;1994;4.35806
173;7;1996;4.04516
294;1;2018;6.84194
294;3;2018;5.36129
294;3;2019;5.7871
294;4;2018;5.85667
294;5;2019;3.77742
294;6;2019;3.61
294;6;2020;4.09667
294;7;2021;1.68065
294;9;2023;4.17333
294;11;2019;2.73333
174;3;1977;5.92581
174;5;1969;3.29032
174;5;1970;3.05161
174;6;1979;3.62667
174;8;1976;2.2871
174;9;1975;4.27421
174;9;1976;3.46333
174;11;1976;2.97333
175;1;2007;10.2323
175;1;2018;8.06452
175;3;2013;6.66452
175;3;2014;7.80968
175;4;2018;6.32667
175;5;2019;5.30645
175;6;2020;5.36667
175;7;2011;4.10968
175;8;2015;5.55806
175;9;2017;4.99
175;9;2023;5.13667
175;11;2006;3.76333
175;11;2007;4.41667
175;12;2011;8.05161
288;1;1988;11.0355
288;1;2007;9.65806
288;3;1962;6.5871
288;3;2014;7.02581
288;7;1984;4.1129
288;8;1993;5.14516
288;8;2015;5.15161
176;1;1988;8.47097
176;1;2007;9.29355
176;3;2014;6.91935
176;5;2019;5.95161
176;7;1994;5.66129
176;12;2011;7.03871
177;1;1988;9.7871
177;1;2007;10.6581
177;3;1977;6.22258
177;3;2013;6.06452
177;3;2014;6.60645
298;1;2018;6.22903
298;2;2019;6.92857
298;3;2014;9.99387
298;4;2018;7.04333
298;5;2019;4.66452
298;6;2019;3.84
298;6;2020;3.98333
298;7;2021;1.80645
298;8;2015;4.99355
298;8;2016;4.34839
298;9;2023;4.94
298;11;2020;3.00333
298;12;2016;4.37742
178;1;1988;10.1387
178;2;1991;8.56429
178;5;1992;5.3129
178;7;1994;5.86774
178;7;1996;4.59032
178;9;1997;3.64333
178;10;1995;4.23548
178;10;1997;3.53226
178;11;1988;4.81667
178;11;1996;4.77667
178;12;1997;5.81935
179;1;1988;9.8871
179;1;2007;9.85806
179;2;1996;8.70259
179;3;2014;6.89677
179;5;2019;5.78065
179;7;1996;6.68064
179;8;2015;5.4871
179;11;1994;5.83667
179;11;1995;5.8
180;1;1983;9.12903
180;1;1988;9.98065
180;6;2002;3.61333
180;7;1994;5.20323
180;11;1988;4.44667
180;11;1994;4.94667
180;11;1995;4.64333
180;12;1997;6.38387
181;1;2007;10.2548
181;1;2018;7.97419
181;2;1996;8.47599
181;2;2003;8.21429
181;3;2013;6.23548
181;3;2014;7.27419
181;5;2019;5.48065
181;7;1994;5.2871
181;8;2015;5.61613
181;11;1994;5.17333
181;11;1995;4.68667
181;12;2011;7.22258
302;1;2018;7.15161
302;2;2021;5.08719
302;3;2014;8.40194
302;4;2018;5.42333
302;5;2019;4.48065
302;7;2021;2.15161
302;8;2015;4.56452
302;8;2016;3.63226
302;9;2023;4.08
302;10;2022;2.50323
302;11;2020;3.02333
302;12;2016;3.62903
302;12;2021;2.89677
182;1;2007;8.63226
182;1;2018;6.88387
182;2;2003;7.75357
182;3;2013;6.19032
182;3;2014;7.63548
182;4;2018;7.04
182;5;2019;5.8
182;7;2006;4.06774
182;7;2011;4.18977
182;8;2015;6.0129
182;9;2017;5.34667
182;9;2023;5.50667
182;11;2007;4.79667
183;1;2018;7.27742
183;3;2013;6.36452
183;3;2014;7.7
183;4;2018;6.78667
183;5;2019;5.72903
183;6;2020;4.87333
183;8;2015;6.16129
183;9;2017;5.19667
183;9;2023;5.44333
183;11;2016;3.17667
183;12;2016;5.17097
296;1;1988;11.7516
296;3;2014;7.7871
184;1;1988;10.7548
184;2;2003;9.46429
184;3;1977;5.75484
184;3;2007;6.48065
184;9;2007;4.38
184;12;1997;6.49677
185;1;2018;7.73871
185;3;2013;5.94194
185;3;2014;7.00323
185;4;2018;5.84
185;5;2019;5.49032
185;7;2011;3.65484
185;8;2015;5.51613
185;9;2017;4.56
185;9;2023;4.83333
185;12;2011;7.07742
306;1;1963;8.17097
306;1;2018;8.52581
306;3;1962;5.91935
306;3;2018;4.73548
306;3;2019;4.70645
306;5;2019;5.59677
306;8;2016;4.70645
306;9;2023;4.03333
306;10;2022;2.9129
306;11;2020;3.06667
186;2;1966;9.32857
186;3;2014;7.60323
186;4;2018;6.9
186;8;2015;6.30968
186;11;1994;5.34667
188;1;2018;7.19677
188;2;2019;6.04643
188;3;2018;5.35806
188;3;2019;4.8871
188;4;2018;6.06333
188;5;2019;5.60645
188;6;2019;3.55
188;6;2020;4.63
188;9;2017;4.81
188;9;2023;5.12333
189;1;2020;4.95553
189;1;2021;4.55484
189;2;2018;5.33634
189;2;2019;5.30419
189;3;2013;6.70645
189;3;2014;7.72692
189;4;2018;6.86667
189;5;2022;4.17742
189;6;2019;7.88111
189;7;2011;3.54851
189;8;2015;6.33871
189;8;2016;5.02581
189;11;2016;4.05
190;5;1992;5.2129
190;5;2019;5.5129
190;7;1994;5.24194
190;8;2015;5.90323
190;11;1994;6.36
190;11;1995;5.78333
191;1;2007;6.53226
191;1;2018;5.95484
191;2;1991;8.12857
191;2;2019;7.71429
191;3;2013;7.16774
191;3;2014;7.59032
191;4;2018;6.68333
191;5;1991;5.3871
191;5;1992;7.1
191;5;2019;5.6129
191;8;2015;6.13226
191;11;1994;7.19
191;11;1995;5.86333
304;1;1988;9.89032
304;1;2007;10.9161
304;2;1996;9.34926
304;7;1984;5.07097
304;10;1966;5.79032
192;5;2019;5.35161
192;7;1984;5.35161
192;7;1994;5.4
192;8;2015;6.10968
192;11;1994;6.41667
192;11;1995;5.68
193;1;1983;7.01613
193;1;1988;8.12903
193;5;1992;5.43548
193;7;1984;5.7
193;7;1994;5.58387
193;11;1994;6.44667
193;12;1982;4.84516
378;2;2019;6.15
378;3;2019;5.14839
378;5;2019;5.36452
378;6;2019;4.03667
378;6;2020;5.22333
378;7;2021;2.3871
378;9;2023;4.53667
378;11;2019;2.83333
378;11;2020;3.10667
378;12;2021;2.4
194;2;2003;8.65357
194;3;1962;6.49677
194;3;1977;5.26452
194;3;1997;5.43226
194;7;1994;4.75161
194;11;1994;6.24667
194;11;1995;5.24667
195;2;2003;9.55714
195;8;2015;6.17419
195;9;2007;4.72333
195;11;1994;6.46667
195;11;1995;5.54333
324;1;1988;8.98387
324;2;1966;8.93571
324;3;1977;6.7
196;1;2007;8.30645
196;1;2018;8.21935
196;3;2013;6.4871
196;3;2014;6.76129
196;4;2018;5.54
196;5;2019;5.26774
196;5;2022;4.53226
196;6;2020;4.79
196;8;2015;6.14839
196;9;2007;4.88
196;9;2017;4.83667
196;9;2023;4.48667
196;11;2007;3.71667
196;12;2011;7.64516
197;1;1983;8.45161
197;1;1988;8.66774
197;1;2007;8.93548
197;1;2018;8.53871
197;5;2019;5.5129
197;8;2015;5.70323
197;11;1994;5.62667
197;11;1995;4.75333
382;1;2019;3.64194
382;2;2019;6.43214
382;3;2019;4.91935
382;5;2019;4.6871
382;6;2019;4.01
382;6;2020;4.89333
382;7;2021;2.3
382;9;2023;4.52
382;10;2022;2.91613
382;11;2019;2.47333
382;11;2020;2.58
198;1;1988;8.3871
198;5;1987;4.6129
198;5;1988;4.03871
198;5;1992;5.32258
198;6;1971;3.42
198;6;1979;3.39333
198;11;1994;6.07
198;11;1995;5.46667
199;1;2007;8.18065
199;2;1991;7.125
199;2;1996;7.26293
199;2;2003;7.48571
199;5;1992;5.22258
199;7;1994;5.37097
199;7;2011;4.94194
199;11;1994;5.86
199;11;1995;5.22667
199;12;2011;7.61935
376;1;2019;3.61613
376;2;2019;6.30357
376;3;2019;5.03871
376;5;2019;5.03548
376;6;2019;4.18
376;6;2020;5.1
376;7;2021;2.24194
376;9;2023;4.71667
376;11;2020;3.22333
376;12;2021;2.34194
201;5;2019;5.4
201;8;2015;5.97742
201;11;1994;6.32667
201;11;1995;5.42667
322;1;2018;7.75161
322;2;2021;5.75086
322;3;2018;5.12581
322;3;2019;4.91935
322;4;2018;6.51667
322;5;2019;5.64839
322;6;2020;4.22333
322;9;2017;3.60667
322;11;2020;3.56
202;1;2007;5.98065
202;2;2019;8.97857
202;3;2013;6.02581
202;3;2014;7.91613
202;3;2018;5.96129
202;4;2009;5.82
202;4;2018;6.24333
202;4;2021;5.88333
202;5;2019;4.7871
202;5;2022;5.63226
202;7;2011;5.73226
202;8;2015;6.22903
202;9;2017;5.85667
203;1;2018;8.47097
203;3;2013;7.04516
203;3;2014;7.37742
203;4;2018;5.11333
203;5;2019;4.94516
203;5;2022;4.37419
203;6;2020;3.71333
203;8;2015;5.1871
203;9;2017;4.46
203;9;2023;4.20667
203;11;2016;3.68
203;12;2011;9.68387
204;1;2007;10.0226
204;2;1997;6.45111
204;2;2003;8.36786
204;2;2004;6.41761
204;3;1997;4.62581
204;3;2007;4.1
204;5;2004;3.55806
204;6;2004;4.1
204;7;1996;4.13548
204;12;1997;6.39677
205;1;1988;8.42581
205;1;2007;8.62903
205;1;2018;8.08065
205;5;2019;5.31935
205;7;1984;5.11935
205;7;1994;5.20645
205;8;2015;5.66452
205;11;1994;5.75667
205;11;1995;5.27667
205;12;2011;7.35484
326;1;1988;10.4097
326;1;2007;11.2742
326;2;1966;8.88929
326;2;2003;8.73571
326;10;1966;6.5871
326;12;2001;6.25161
326;12;2011;6.30968
206;3;2013;7.2129
206;3;2014;7.35806
206;5;2019;5.63548
206;8;2015;6.03548
206;11;1994;5.96333
206;11;1995;5.16
207;1;1983;7.77742
207;1;1988;7.77742
207;1;2007;8.56452
207;1;2018;7.60323
207;3;2013;7.42258
207;3;2014;7.32258
207;4;2018;5.41
207;5;2019;5.42581
207;7;1984;5.10323
207;7;1994;4.61613
207;7;1996;5.07419
207;8;2015;5.65161
207;9;2017;4.44333
207;11;1994;6.60667
207;11;1995;5.45
320;1;2018;4.50645
320;1;2020;4.83226
320;2;2018;7.175
320;2;2019;7.72857
320;3;2013;6.70645
320;3;2014;8.71935
320;4;2018;7.11
320;5;2019;5.80323
320;6;2020;4.56
320;8;2015;6.11935
320;8;2016;4.96774
320;9;2017;5.24333
320;9;2023;5.7
320;11;2016;3.77667
320;11;2021;3.52667
320;12;2013;4.2
208;2;1991;6.95357
208;2;1992;5.49507
208;2;1996;6.95086
208;2;1997;5.92943
208;3;1997;5.09677
208;4;1998;3.51333
208;5;1991;4.64839
208;5;1992;5.10968
208;6;1992;3.19667
208;6;1995;2.41667
208;7;1994;5.36129
208;7;1996;5
208;8;1993;3.1
208;8;1997;2.38064
208;9;1990;3.31
208;9;1991;3.09
208;10;1995;3.83871
208;11;1994;6.02333
208;11;1995;5.44667
208;12;1997;4.9129
209;1;1963;7.5871
209;2;1966;7.78929
209;3;1962;6.20323
209;5;1965;2.70323
209;7;1963;2.54839
209;7;1965;3.04839
209;9;1962;3.94333
209;10;1966;3.19032
209;11;1963;4.14333
210;1;1988;7.6129
210;1;2007;7.36129
210;3;2014;6.92258
210;7;1984;5.31613
210;7;1994;5.09677
210;8;2015;5.55161
210;9;2017;4.45
210;11;1994;6.24
210;11;1995;5.35333
211;3;2013;7.43548
211;3;2014;7.80323
211;5;1991;5.46774
211;8;2015;6.00645
211;11;1994;6.35333
211;11;1995;5.32333
340;1;2018;6.52581
340;2;2019;6.51429
340;3;2018;5.30645
340;3;2019;4.92581
340;4;2018;7.41667
340;5;2019;5.60968
340;6;2019;3.6
340;6;2020;4.76667
340;7;2021;2.20968
340;9;2023;5.84
340;11;2020;3.39333
340;12;2016;3.61647
212;1;1983;8.36452
212;1;2018;8.38065
212;5;2019;5.79355
212;7;1994;5.67742
212;8;2015;5.80968
212;11;1994;6.32333
212;11;1995;5.21
213;2;2021;4.97943
213;3;2023;2.07742
213;4;2021;3.48333
213;5;2022;4.11935
213;6;2020;3.51333
213;7;2020;1.5871
213;8;2021;2.50323
213;8;2022;2.9871
213;9;2023;3.25
213;10;2022;3.5
213;11;2020;1.26333
213;12;2023;1.72581
214;3;1977;5.74516
214;5;1970;3.52581
214;6;1979;3.43667
214;8;1976;3.16774
215;1;1988;9.50323
215;1;2007;9.03548
215;3;2014;7.1871
215;5;1992;5.46129
215;5;2019;5.60645
215;8;2015;5.80968
215;11;1994;6.65333
215;11;1995;5.43333
328;1;2007;10.9129
328;1;2018;8.63548
328;3;2007;5.74516
328;3;2013;4.86129
328;3;2014;6.1
328;3;2018;5.0871
328;3;2019;4.89355
328;4;2018;6.20333
328;5;2019;5.52903
328;6;2004;4.13333
328;8;2015;5.26129
328;8;2016;4.27097
328;9;2007;4.47667
328;9;2023;4.55667
328;10;2004;4.14839
328;11;2006;3.89667
328;11;2007;4.76667
328;11;2008;4.10667
328;11;2011;3.76667
328;11;2012;3.74667
328;12;2011;6.49355
216;3;2013;7.31613
216;3;2014;8.03226
216;8;2015;5.64516
216;11;1994;6.48
217;3;2014;7.04839
217;5;1987;5.06129
217;5;1992;5.28065
217;7;1994;4.93548
217;8;2015;5.73226
217;11;1994;6.21
217;11;1995;5.15333
338;1;1988;11.2613
338;2;1966;9.21071
338;3;1962;6.15161
338;4;1983;4.51667
338;5;1970;4.6
338;6;1978;3.56958
338;7;1984;4.35484
338;7;1994;4.26129
338;10;1966;5.29032
218;5;1987;5.2129
218;5;1992;5.00968
218;9;2007;4.91
218;11;1994;5.80333
218;11;1995;4.83667
219;1;2020;5.30645
219;1;2021;4.92581
219;2;2018;7.00714
219;2;2019;8.59286
219;3;2013;7.54194
219;3;2014;8.76774
219;4;2018;6.96333
219;5;2019;5.67419
219;5;2022;5.11613
219;7;1994;6.09677
219;8;2015;5.92258
348;2;1966;10.1857
348;3;1972;6.19355
348;3;2007;5.88387
348;10;1966;6.27097
220;1;1967;3.00645
220;1;1970;2.37742
220;5;1969;2.61935
220;5;1970;2.53226
220;5;1971;2.37742
220;6;1967;2.91333
220;6;1971;3.30333
220;7;1967;2.43548
220;7;1969;2.19355
220;7;1970;2.17742
220;12;1970;6.05806
221;3;2013;7.01613
221;3;2014;7.56774
221;5;1992;5.49677
221;5;2019;5.45806
221;7;1984;5.50645
221;7;1994;5.65161
221;8;2015;5.84516
221;9;2007;4.99667
221;11;1994;6.45667
222;3;2014;6.67419
222;5;1992;5.09677
222;5;2019;5.12258
222;8;2015;4.79677
222;9;1999;4.48667
222;11;1994;5.83667
223;1;2007;6.57419
223;3;2007;4.86129
223;4;2007;3.74667
223;4;2008;3.4
223;7;2006;4.29677
223;7;2007;4.83548
223;8;2007;2.54839
223;9;2007;5.18667
223;10;2007;3.36452
223;11;2006;3.28333
223;11;2007;4.05
223;12;2006;4.09355
224;1;2018;7.02581
224;3;2013;6.5871
224;3;2014;6.60645
224;5;2019;5.01935
224;6;2020;3.84333
224;7;2013;1.61613
224;7;2020;1.56774
224;8;2015;5.19677
224;9;2016;3.40667
224;9;2017;3.91
224;9;2023;3.43667
224;10;2022;3.52903
224;11;2016;3.59333
224;12;2016;4.58065
225;3;1962;6.77742
225;3;1977;6.16774
225;5;1980;3.35484
225;8;1976;3.32903
282;1;1988;12.0161
282;2;1991;7.85714
282;4;1998;7.20667
