ID stanice;mesic detekce;druhy z roku detekce;hodnota rozdilu teplot
282;5;1988;4.55806
282;6;2001;3.16667
282;7;1994;5.43548
282;8;1993;5.69677
282;11;1996;5.43
282;12;1997;6.2871
227;1;2007;9.25484
227;1;2018;7.92581
227;3;2007;4.7129
227;3;2013;5.50323
227;3;2014;5.56452
227;5;2019;5.12581
227;5;2022;4.10323
227;7;2007;3.25806
227;7;2011;3.4129
227;8;2015;5.49355
227;9;2007;4.09333
227;9;2017;3.4
227;9;2023;3.35667
227;11;2016;3.61
356;3;1977;6.2129
356;3;1981;4.7871
356;4;1983;4.90667
356;5;1981;4.43226
356;7;1984;4.06129
356;8;1976;2.80645
356;12;1980;4.65161
228;1;2018;8.18065
228;2;2021;5.63658
228;3;2018;4.60645
228;3;2019;4.1871
228;4;2018;4.9
228;5;2019;5.26452
228;5;2022;4.33226
228;6;2019;3.44333
228;6;2020;4.55667
228;7;2020;1.50968
228;8;2022;3.66774
228;9;2017;4.14333
228;9;2023;3.41
228;10;2022;3.3
228;12;2023;1.80645
229;2;1978;4.56786
229;3;1977;5.42903
229;4;1974;2.78
229;5;1975;1.46774
229;6;1979;3.43333
229;8;1976;2.76774
229;9;1976;2.86667
229;11;1976;2.69667
229;12;1974;5.42903
286;1;2020;5.54194
286;2;2018;7.48214
286;2;2019;8.15714
286;3;2013;6.24839
286;3;2014;7.83871
286;4;2018;7.42667
286;5;2019;5.24194
286;8;2015;5.84194
286;8;2016;5.01613
286;9;2007;5.08667
286;9;2023;5.58667
286;10;2022;4.25484
286;11;2007;4.85333
230;1;1988;11.5774
230;1;2007;10.2871
230;4;2018;6.32667
230;5;2019;5.43226
230;12;2011;5.88387
231;1;1995;4.22258
231;2;1991;8.06429
231;4;1998;5.82333
231;7;1994;5.3
231;7;1996;4.37097
231;8;1993;5.43548
231;11;2001;6.32
231;12;2001;6.39032
232;3;2014;7.34194
232;4;2018;7.26333
232;5;2019;5.63226
232;8;1992;5.24516
232;8;1993;5.29677
232;8;2015;5.24839
232;10;1992;5.84409
232;11;2000;5.68667
232;11;2001;6.30667
232;12;2001;6.79032
235;2;1975;3.46429
235;3;1972;4.43548
235;3;1976;4.55806
235;7;1974;1.5871
235;7;1975;1.96129
235;8;1972;2.65161
235;10;1972;2.90968
235;10;1975;2.75484
235;11;1973;2.43333
235;11;1975;2.27
235;12;1974;3.16129
235;12;1975;2.81935
364;1;2019;4.1
364;2;2019;6.71429
364;3;2019;4.65161
364;5;2019;5.86774
364;6;2020;5.56333
364;7;2021;2.83226
364;9;2023;5.98
364;10;2022;2.57419
364;11;2020;3.42667
364;12;2019;2.14516
364;12;2021;2.25806
236;1;1988;11.2839
236;3;1962;6.49677
236;3;2007;6.5871
236;10;2002;5.79677
237;1;1988;12.1226
237;4;2018;7.05
358;1;2019;4.74194
358;3;2019;3.87097
358;5;2019;4.58065
358;6;2019;3.30333
358;6;2020;3.82333
358;7;2021;2.43226
358;8;2022;2.39355
358;9;2023;4.21667
358;10;2022;2.78387
358;12;2021;3.07742
238;1;1988;9.9129
238;2;1966;9.05714
238;3;2014;8.42903
238;4;2018;7.27
239;1;2018;6.15161
239;2;2019;6.97857
239;3;2018;5.22258
239;3;2019;5.29355
239;4;2018;6.73
239;5;2019;5.16129
239;6;2019;3.80667
239;6;2020;4.79333
239;7;2021;2.2129
239;9;2023;5.09667
239;11;2019;2.46667
239;11;2020;2.36667
352;1;2018;7.30968
352;3;2014;6.69032
352;4;2018;6.49
352;5;2019;5.72581
352;6;2019;3.33
352;6;2020;3.92
352;8;2015;5.36774
352;8;2016;5.01935
352;9;2023;4.55333
352;11;2012;3.58333
352;11;2020;3.58667
352;12;2016;4.21613
240;1;2018;8.39032
240;2;2019;6.63214
240;3;2018;5.37097
240;3;2019;5.37419
240;4;2018;6.84667
240;5;2019;4.8129
240;6;2019;4.49
240;6;2020;4.81333
240;7;2016;1.82258
240;7;2021;2.20968
240;8;2015;4.55806
240;8;2016;4.17097
240;9;2023;5.20091
240;11;2019;2.98333
240;11;2020;3.53667
240;12;2016;4.37097
241;1;1988;12.9129
241;1;2007;10.8387
241;4;2018;6.99333
241;10;1966;6.89355
362;1;2019;4.8
362;2;2019;5.95
362;3;2019;4.26774
362;5;2019;4.56774
362;6;2019;3.40667
362;6;2020;3.73
362;7;2021;2.26452
362;8;2022;2.49677
362;9;2023;4.59333
362;10;2022;2.67742
362;11;2020;2.97667
362;11;2023;2.48
362;12;2021;2.38387
372;1;2011;4.86774
372;2;2013;4.75062
372;3;2013;4.25161
372;4;2010;2.70333
372;7;2011;2.7
372;7;2012;2.56452
372;8;2011;0.219355
372;9;2011;2.83667
372;9;2013;2.79
372;11;2011;3.74333
372;11;2012;3.82667
372;12;2011;5.88065
245;1;2018;6.50645
245;2;2019;6.775
245;3;2014;8.8293
245;4;2018;6.28
245;5;2019;4.97419
245;6;2020;4.19667
245;7;2021;2.03548
245;8;2015;4.9129
245;8;2016;4.10968
245;9;2023;4.76
245;12;2016;3.71613
366;1;1988;12.3032
366;5;2019;5.1871
366;12;2001;5.94516
366;12;2011;5.93226
247;1;2018;6.41935
247;2;2018;5.37143
247;2;2019;5.68929
247;3;2018;4.67742
247;3;2019;4.00323
247;4;2018;6.93667
247;5;2019;4.93548
247;6;2019;3.56333
247;6;2020;3.88333
247;7;2021;2.56774
247;8;2017;2.30968
247;8;2021;2.24194
247;8;2022;2.47742
247;9;2023;4.59
247;11;2020;2.68
247;12;2021;2.87742
360;2;2021;4.90406
360;2;2022;3.76429
360;6;2020;4.46667
360;7;2021;2.03226
360;9;2023;4.98333
360;11;2020;3.57667
360;11;2023;3.34
360;12;2021;2.60323
249;1;2018;7.3871
249;3;2018;5.36129
249;3;2019;5
249;4;2018;5.80333
249;5;2019;5.1871
249;6;2019;3.12667
249;6;2020;3.65
249;7;2021;1.96452
249;9;2023;4.59333
249;11;2020;2.57333
249;12;2016;3.36129
250;1;1988;12.5968
251;1;1988;11.629
251;1;2007;10.9161
251;3;2013;7.16452
251;3;2014;7.92258
251;8;2015;7.01935
251;11;1986;5.95667
380;1;2019;3.58065
380;2;2019;6.15714
380;3;2019;4.8871
380;5;2019;5.37742
380;6;2019;3.84
380;6;2020;5.01
380;7;2021;2.42258
380;9;2023;4.64
380;12;2021;2.37742
252;1;2018;4.61613
252;1;2019;4.19355
252;1;2020;5.01613
252;3;2014;8.35806
252;4;2018;7.81333
252;5;2019;5.84194
252;7;2012;3.98871
252;8;2015;4.62903
252;8;2016;4.66452
252;9;2023;6.6
253;1;2007;10.3581
253;2;1991;9.225
253;2;1996;8.26305
253;2;2003;9.15714
253;3;2014;7.17419
253;4;2018;7.10333
253;8;1992;4.4871
253;8;1993;4.82903
253;8;2015;5.06452
374;1;2019;5.00968
374;2;2019;5.56071
374;3;2019;3.8129
374;5;2019;4.55806
374;6;2019;3.64333
374;6;2020;4.15667
374;7;2021;2.44839
374;7;2022;2
374;8;2021;2.29032
374;8;2022;2.34839
374;9;2023;4.77571
374;10;2022;2.21613
374;11;2020;3.36
374;12;2021;3.41613
368;3;2011;2.91613
368;4;2021;4.79667
368;5;2011;3.26452
368;5;2022;3.90968
368;7;2011;2.59677
368;8;2021;3.33871
368;8;2022;3.56452
257;1;1988;10.1484
257;1;2007;8.37097
257;2;1966;9.39286
257;3;1977;6.68387
257;3;2014;7.49032
257;4;2018;6.48667
257;5;1969;5.18065
257;5;1970;4.93871
257;8;2015;4.59032
257;9;1976;4.30333
257;9;2023;4.97333
259;1;1988;11.4871
259;1;2007;10.5677
259;3;2014;7.57742
261;1;1988;12.4
261;1;2007;11.6419
261;3;2014;6.88387
261;10;1966;6.08065
265;1;1988;12.6097
265;1;2007;10.2903
269;1;2018;5.64194
269;2;2018;6.13214
269;2;2019;5.81429
269;3;2018;5.04516
269;3;2019;4.17419
269;4;2018;8.27
269;6;2019;4.34667
269;6;2020;5.03667
269;7;2021;2.73548
269;8;2022;3.15806
269;9;2023;5.72
269;11;2020;3.31
269;12;2019;2.16129
269;12;2021;2.61935
271;1;1988;12.4452
271;1;2007;11.429
271;3;1977;6.39355
271;3;2014;6.59355
273;1;1963;10.6065
273;3;1962;6.86129
273;3;2014;7.50968
273;4;2018;7.27
273;5;2019;5.25806
273;8;2015;5.82903
273;8;2016;4.60968
273;9;2023;5.21333
273;11;2012;3.47667
273;12;2011;6.62258
275;1;1963;10.6323
275;3;1962;6.43226
275;4;1966;3.38667
275;7;1963;3.40645
275;8;1964;2.07742
275;9;1962;2.81333
275;9;1963;2.95667
275;10;1966;4.86452
275;12;1970;6.28065
279;2;1966;10.3286
279;3;1977;6.80968
279;7;1994;5.73226
279;11;1985;5.74667
279;11;1986;5.11333
283;1;2007;11.7194
283;2;1996;9.10788
283;2;2003;9.25
283;3;2014;6.64194
283;5;2019;5.13548
283;8;1992;4.75806
283;8;1993;4.8129
283;8;2015;4.81613
283;8;2016;4.64516
285;1;2007;8.62903
285;2;1996;7.35099
285;2;2003;7.15
285;3;2007;5.33226
285;5;2004;3.7129
285;6;2004;3.22667
285;7;1994;4.96774
285;7;1996;4.24194
285;11;2001;6.09667
285;12;1997;5.33871
285;12;2001;5.3
285;12;2011;5.3871
287;1;1963;11.0645
287;2;1966;9.31429
287;3;1962;6.8129
287;3;1977;6.06452
287;5;1970;3.67742
287;5;1971;3.63548
287;7;1963;2.89355
287;10;1966;5.76774
293;1;2018;5.23226
293;1;2020;4.49677
293;2;2019;7.35357
293;3;2018;5.50323
293;3;2019;5.44516
293;4;2018;7.06667
293;5;2019;4.62258
293;6;2019;3.80667
293;6;2020;4.20333
293;7;2021;1.74516
293;9;2023;5.31667
297;1;1988;11.1484
297;3;2013;9.44604
297;3;2014;10.5331
297;4;2018;7.57333
297;7;1994;5.2871
297;8;2015;5.71935
299;2;1966;7.89286
299;3;1962;6.43226
299;3;1972;5.35484
299;3;1977;6.16129
299;7;1963;2.96452
299;9;1976;3.87333
299;10;1966;5.37742
301;1;2007;10.6194
301;1;2018;8.13226
301;2;2003;7.72143
301;3;2007;5.74194
301;3;2014;6.58387
301;9;2023;4.56
301;11;2000;4.94
301;11;2001;5.12667
301;12;2011;6.23548
305;3;2014;8.06774
305;8;2015;5.65484
305;8;2016;4.48065
305;9;2017;3.00333
305;10;2017;2.8926
305;11;2011;2.87963
305;11;2012;3.35667
305;12;2011;5.21935
307;1;1988;10.3484
307;2;1991;7.14643
307;2;1996;7.75566
307;4;1998;4.38333
307;7;1984;5.14516
307;7;1994;4.36452
307;7;1996;4.11613
307;9;1987;3.06667
307;9;1990;3.24333
307;10;1995;3.9
307;10;1997;3.29032
307;11;1988;5.23333
307;12;1997;5.89355
309;1;1988;9.41935
309;3;2014;7.63871
309;8;2015;5.9129
309;12;2011;6.23548
311;1;2018;7.82581
311;3;2013;5.25161
311;3;2014;6.60323
311;3;2018;5.32258
311;3;2019;5.27097
311;4;2018;5.89333
311;5;2019;5.5871
311;6;2020;4.07
311;7;2011;4.41936
311;8;2015;5.58387
311;8;2016;4.66774
311;9;2011;2.88
311;9;2017;3.3
311;9;2018;2.73333
311;11;2011;3.96667
311;11;2012;3.8
311;12;2011;5.71935
315;1;1988;9.83871
315;1;2007;11.3355
315;2;1966;8.475
315;3;2014;7.02258
315;5;2019;5.96129
315;7;1984;5.66129
315;10;1966;5.38387
315;12;2011;6.39355
317;1;2018;5.1
317;2;2018;6.55357
317;2;2019;7.3
317;3;2014;8.54516
317;4;2018;6.98667
317;5;2019;5.68387
317;6;2020;4.41
317;8;2015;6.19677
317;8;2016;4.93226
317;9;2017;4.92333
317;9;2023;5.75333
317;11;2016;3.58
323;1;2018;7.52581
323;2;2021;5.4553
323;3;2018;4.95806
323;3;2019;4.8871
323;5;2019;4.3129
323;6;2019;2.56
323;6;2020;3.16
323;7;2021;1.87097
323;9;2023;3.67333
323;10;2022;2.62581
323;12;2021;2.43871
325;1;1988;10.1194
325;2;1996;8.5383
325;7;1994;4.80323
325;12;1997;6.36774
331;2;1966;7.63929
331;3;1962;6.14839
331;3;1977;6.11935
331;6;1979;3.34667
331;8;1976;2.63871
331;10;1966;5.95388
333;1;1988;11.7194
333;4;2018;6.91
333;7;1994;4.28065
333;8;1992;5.11935
333;9;2023;4.95
337;1;2007;10.6323
337;1;2018;8.64194
337;3;2007;4.98065
337;3;2014;5.9
337;4;2018;5.90333
337;5;2019;4.65806
337;6;2020;3.69
337;8;2015;4.26774
337;8;2016;4.29355
337;9;2023;4.32333
337;11;2007;4.23667
339;1;1988;12.1677
339;1;2007;10.1161
339;2;1966;10.8393
339;4;1983;5.51667
339;4;1998;5.54667
339;10;1966;6.10323
339;12;1997;6.27097
339;12;2001;6.90968
343;1;2018;6.62903
343;3;2014;8.40645
343;4;2018;7.40333
343;5;2019;5.65161
343;8;2015;5.93548
343;8;2016;4.81935
343;9;2023;6.03333
345;1;2019;4.23871
345;2;2019;6.03571
345;3;2019;4.82581
345;5;2019;4.62258
345;6;2019;3.45
345;6;2020;3.71333
345;9;2023;4.20333
345;11;2020;3.16667
345;12;2021;2.14194
345;12;2023;1.89355
346;1;1988;10.6935
346;1;2007;11.3548
346;2;1996;9.39039
346;3;1962;6.55806
346;3;2014;6.69677
346;5;2019;5.73226
346;10;1966;5.62258
346;12;2011;6.80968
351;1;1988;12.0613
351;1;2007;10.2387
351;2;1966;9.74643
351;5;2019;5.23548
351;10;1966;6.03226
353;2;2021;3.51502
353;3;2023;2.42581
353;4;2021;2.45667
353;6;2021;1.6
353;6;2023;1.34
353;7;2020;3.6379
353;8;2021;2.25484
353;8;2022;2.57742
353;9;2023;4.29667
353;11;2020;3.63333
353;12;2021;2.71613
355;1;1988;12.0065
355;1;2007;10.1
355;2;1966;10.0429
355;5;2019;4.97742
355;10;1966;6.13226
357;2;2021;5.1931
357;2;2022;4.21429
357;5;2019;4.37097
357;6;2019;3.46
357;6;2020;3.95
357;7;2021;2.0871
357;8;2022;2.36129
357;9;2023;4.44667
357;11;2020;3.24667
359;1;2019;4.4
359;1;2020;3.90323
359;2;2019;6.84643
359;3;2019;4.19355
359;5;2019;6.08065
359;6;2019;3.8
359;6;2020;4.23667
359;7;2021;2.36452
359;8;2022;3.28065
359;9;2023;5.72333
359;10;2018;4.92405
359;11;2020;2.60333
359;12;2019;2.20968
359;12;2021;2.32581
361;2;2021;4.78941
361;2;2022;3.59643
361;3;2023;2.82903
361;4;2021;3.8
361;6;2020;3.92
361;7;2021;2
361;7;2022;1.50645
361;8;2021;2.13226
361;8;2022;2.25484
361;9;2023;5.08
361;11;2020;4.18
361;12;2021;2.62903
363;1;2020;4.31613
363;2;2021;2.63177
363;4;2021;4.79
363;5;2022;3.72903
363;6;2020;4.26667
363;7;2021;2.14839
363;8;2021;3.02903
363;8;2022;3.07419
363;9;2023;5.68333
363;10;2022;3.13226
363;12;2019;1.5871
363;12;2021;1.86452
365;1;2019;4.76129
365;2;2019;5.93571
365;3;2019;4.15161
365;5;2019;5.62581
365;6;2019;4.15
365;6;2020;4.83333
365;7;2021;2.76774
365;8;2022;3.04516
365;9;2023;5.51333
365;10;2018;2.13226
365;10;2022;2.53548
365;11;2020;3.53333
365;12;2021;3.06452
367;1;2018;5.79032
367;2;2018;5.92857
367;2;2019;6.45357
367;3;2014;7.31613
367;4;2018;6.29
367;5;2019;4.62581
367;7;2021;1.87097
367;8;2015;4.55484
367;8;2016;3.70323
367;9;2014;3.03333
367;9;2017;2.95333
369;1;2019;4.55806
369;2;2019;5.57143
369;3;2019;4.16774
369;5;2019;5.49355
369;6;2019;3.71667
369;6;2020;4.14
369;7;2021;2.34194
369;8;2021;2.70968
369;8;2022;3.05806
369;9;2018;2.27667
369;10;2018;1.98065
369;10;2022;2.62258
369;11;2020;3.67
369;12;2021;2.68065
371;1;2019;4.97097
371;3;2019;3.80323
371;5;2019;4.03226
371;6;2019;2.83
371;6;2020;3.19
371;7;2021;2.45484
371;7;2022;2.06129
371;8;2022;2.12903
371;9;2023;3.87
371;11;2020;2.89333
371;12;2021;3.01935
373;1;2019;4.4
373;1;2020;3.90645
373;2;2019;6.76071
373;3;2019;4.09355
373;5;2019;5.86774
373;6;2019;4.27333
373;6;2020;4.75
373;7;2021;2.49032
373;8;2022;3.17419
373;9;2023;5.94667
373;10;2022;2.9871
373;11;2020;2.89333
373;12;2019;2.10968
373;12;2021;2.58387
375;1;2019;3.53226
375;2;2019;6.20357
375;3;2019;5.12258
375;5;2019;5.10323
375;6;2019;3.94667
375;6;2020;4.83
375;7;2021;2.16774
375;9;2023;4.31
375;10;2022;2.23871
375;11;2019;2.60667
375;11;2020;2.93333
375;12;2021;2.39355
377;1;2019;3.68065
377;2;2019;6.25714
377;3;2019;5.06774
377;5;2019;5.30645
377;6;2019;3.84667
377;6;2020;4.85
377;7;2021;2.22258
377;9;2023;5.16333
377;11;2020;3.09333
379;1;2007;10.1484
379;2;2007;6.45
379;3;2007;5.72903
379;4;2007;1.57
379;7;2006;2.63226
379;7;2007;2.60968
379;8;2005;1.84839
379;8;2007;2.07097
379;9;2007;3.32333
379;10;2007;2.12581
379;11;2006;3.62333
379;11;2007;4.58667
379;11;2008;3.75
379;12;2006;3.62258
379;12;2007;3.74516
381;1;2019;3.64194
381;2;2019;6.16429
381;3;2019;4.8129
381;5;2019;5.42581
381;6;2019;3.23
381;6;2020;4.28
381;7;2021;2.29677
381;9;2023;4.24333
381;11;2019;2.64333
381;11;2020;2.72333
381;12;2021;2.52903
383;1;2019;3.62581
383;2;2019;6.02857
383;3;2019;4.88065
383;5;2019;5.2
383;6;2019;3.80333
383;6;2020;4.78
383;7;2021;2.29355
383;9;2023;4.24333
383;11;2019;2.64667
383;11;2020;2.80333
383;12;2021;2.36774
384;1;2019;3.41935
384;2;2021;5.90567
384;3;2019;5.00323
384;5;2019;4.64194
384;6;2019;3.75
384;6;2020;4.48667
384;7;2021;2.3
384;8;2022;2.45989
384;9;2023;4.29667
384;10;2022;2.45806
384;11;2019;2.42
384;11;2020;2.07
384;12;2021;2.21935
386;1;2019;3.65161
386;3;2019;5.13871
386;5;2019;4.93548
386;6;2019;4.12
386;6;2020;4.88333
386;7;2021;2.50645
386;9;2023;4.17
386;11;2019;2.74667
386;11;2020;2.81333
386;12;2021;2.45806
388;1;2019;3.57742
388;2;2019;6.23214
388;3;2019;4.97097
388;5;2019;5.14839
388;6;2019;4
388;6;2020;4.95667
388;7;2021;2.21613
388;9;2023;4.62
388;11;2019;2.65
388;11;2020;2.92
388;12;2021;2.48065
390;1;2019;3.43871
390;2;2019;6.21071
390;3;2019;5.08387
390;5;2019;5.22258
390;6;2019;3.94
390;6;2020;4.98
390;7;2021;2.22258
390;9;2023;4.86667
390;11;2019;2.50333
390;11;2020;3.17667
390;12;2021;2.45484
392;1;2007;9.80968
392;2;2003;7.66997
392;3;2014;7.42903
392;4;2009;3.68333
392;4;2010;3.63667
392;6;2004;3.02
392;9;2007;3.45333
392;9;2011;2.98667
392;9;2014;3.39048
392;10;2004;4.78065
392;11;2007;4.71667
392;11;2011;4.09
392;12;2011;6.43226
396;1;2020;4.59677
396;2;2021;2.79606
396;4;2021;5.30667
396;5;2022;3.54194
396;6;2020;4.87667
396;7;2021;2.3
396;8;2021;2.78387
396;8;2022;2.57742
396;9;2023;5.90333
396;10;2022;3.07742
396;12;2019;2.59677
396;12;2021;2.53871
398;1;2020;5.36129
398;2;2021;2.28744
398;4;2021;5.24667
398;5;2022;3.61613
398;6;2020;4.66333
398;7;2021;2.17742
398;9;2023;6.17143
398;10;2022;3.34194
398;12;2019;2.54516
398;12;2021;2.78065
400;1;2019;3.74839
400;3;2019;5.19032
400;5;2019;4.79355
400;6;2019;4.02
400;6;2020;4.66667
400;7;2021;2.27097
400;7;2022;1.72903
400;9;2023;4.50667
400;11;2019;2.88
400;11;2020;3.11333
400;12;2021;2.45161
400;12;2023;2.4871
402;1;2019;4.20645
402;1;2020;3.47419
402;2;2019;6.53571
402;3;2019;4.28387
402;5;2019;5.71935
402;6;2019;3.9
402;6;2020;4.39667
402;7;2021;2.3129
402;8;2022;3.23871
402;9;2023;5.71333
402;10;2022;2.90645
402;11;2018;3.73667
402;12;2019;2.18387
402;12;2021;2.4129
404;2;2021;2.68842
404;4;2021;3.44333
404;5;2022;3.86129
404;6;2020;4.84333
404;7;2021;2.23871
404;8;2021;2.86452
404;8;2022;2.44516
404;9;2023;6.11667
404;10;2022;2.59032
404;11;2020;3.53333
404;12;2019;2.25806
404;12;2021;2.28065
406;1;2018;6.48065
406;2;2019;6.91786
406;3;2014;7.67419
406;4;2018;6.5
406;5;2019;5.08065
406;6;2019;3.79
406;6;2020;4.61667
406;8;2015;5.32581
406;8;2016;4.32903
406;9;2023;5.00333
406;11;2020;2.92333
406;12;2016;3.65806
410;1;2007;9.44516
410;1;2018;8.12903
410;2;2003;7.76786
410;3;2013;5.59032
410;3;2014;6.23226
410;5;2019;5.60323
410;8;2015;5.4129
410;9;2007;4.24
410;9;2010;3.70333
410;9;2017;4.32667
410;9;2023;3.61333
410;11;2006;3.46667
410;11;2007;3.79333
410;11;2016;3.65333
410;12;2011;7.58065
412;1;1998;5.10968
412;2;1996;7.37352
412;2;1997;6.16281
412;3;1997;5.41935
412;4;1998;3.36333
412;5;1997;2.12903
412;7;1996;4
412;8;1996;0.464516
412;9;1999;3.94667
412;10;1997;4.46129
412;12;1997;5.55484
414;1;2007;10.3097
414;1;2018;7.83226
414;2;2003;7.94643
414;3;2013;6.2
414;3;2014;6.60968
414;3;2019;5.33548
414;5;2019;5.48387
414;8;2015;5.52581
414;9;1999;3.91333
414;9;2007;4.33333
414;9;2017;3.84667
414;9;2023;3.83333
414;12;2011;8.32581
416;1;1983;9.47742
416;1;1988;10.0065
416;8;2015;5.77097
416;10;1966;5.1
416;11;1994;5.99333
416;11;1995;5.24667
417;1;1988;9.11613
417;3;1962;6.55484
417;3;2013;6.98065
417;3;2014;7.20323
417;8;2015;6.17742
417;11;1994;5.80333
417;11;1995;5.24333
418;1;2007;10.2
418;3;2013;7.06774
418;3;2014;7.87097
418;8;2015;5.83871
418;11;1994;5.93
418;12;2011;8.72903
420;1;2019;3.52903
420;3;2019;5.2871
420;5;2019;5.86774
420;6;2019;3.72
420;6;2020;4.91
420;7;2023;1.54194
420;9;2023;3.88667
420;10;2022;2.44839
420;11;2019;1.38333
420;11;2020;1.18667
420;12;2023;1.99355
421;1;1988;9.2871
421;1;2007;9.66129
421;3;2013;6.92258
421;3;2014;7.60968
421;8;2015;6.10323
421;11;1994;5.78667
421;11;1995;5.25
421;12;2011;8.00323
422;1;2007;8.54194
422;1;2018;7.07742
422;2;2019;6.47143
422;3;2013;7.38387
422;3;2014;7.87742
422;4;2018;6.38667
422;5;2019;5.45161
422;5;2022;4.7871
422;6;2020;5.18667
422;8;2015;6.1
422;9;2007;4.74
422;9;2017;5.10333
422;9;2023;5.5
423;1;2007;9.54194
423;3;2013;7.08387
423;3;2014;7.62903
423;8;2015;5.94194
423;11;1994;5.91333
424;1;2007;9.66452
424;2;2007;5.99643
424;3;2013;6.89355
424;3;2014;7.43871
424;4;2009;4.87
424;4;2010;4.1
424;5;2004;3.45806
424;5;2013;3.48387
424;6;2004;4.10667
424;8;2015;5.47419
424;9;2007;4.91333
424;11;2006;3.38333
424;11;2007;4.04
424;11;2016;3.49333
424;12;2016;4.59032
426;3;1962;6.51613
426;4;2021;4.77333
426;5;2022;4.53871
426;8;2021;3.35161
426;8;2022;3.49355
426;9;2023;4.83333
428;1;2007;10.3258
428;3;2014;6.87419
428;5;2019;5.83548
428;7;1994;5.4129
428;10;1966;5.81935
428;11;1994;5.52333
430;1;1988;10.5581
430;1;2007;8.84516
430;2;2003;7.90714
430;3;2014;6.86452
430;5;2019;5.75806
430;7;1984;5.26129
430;7;1994;5.02258
430;8;2015;4.95161
430;8;2016;4.57097
430;9;2007;4.09667
430;10;1966;5.69677
432;1;1988;8.79677
432;1;2007;8.04516
432;2;1966;7.69643
432;2;1991;7.63929
432;2;2003;7.65714
432;3;2014;7.77097
432;7;1994;6.3871
432;8;2015;5.38387
434;2;1966;7.975
434;3;2014;7.52903
434;8;2015;5.11613
434;8;2016;4.94516
436;1;2018;7.50645
436;2;2021;5.33621
436;2;2022;5.00714
436;3;2018;5.23871
436;3;2019;5.07097
436;4;2018;5.65
436;5;2019;5.73226
436;6;2019;3.29
436;6;2020;4.19333
436;7;2018;2.2129
436;9;2017;4.44667
436;9;2023;4.50667
438;1;1983;9.43871
438;3;1962;6.30645
438;3;1977;5.52903
438;5;1970;3.15161
438;5;1980;3.46452
438;5;1981;3.25161
438;10;1966;5.72903
440;1;2018;8.63548
440;2;2021;6.19532
440;3;2018;4.94516
440;3;2019;5.24839
440;4;2018;5.12333
440;5;2019;5.35806
440;6;2020;3.91333
440;8;2015;4.56129
440;8;2016;3.97097
440;9;2017;3.84333
440;9;2023;3.79333
440;11;2016;3.40333
440;12;2016;4.64194
444;1;1988;10.3935
444;2;1966;7.86786
444;2;2003;7.98214
444;3;2014;6
444;5;1992;5.32903
444;5;2019;5.82258
444;8;2015;4.9871
448;1;1988;8.89677
448;1;2007;9.85806
448;2;1966;8.625
448;2;2003;8.78571
448;7;1984;5.02581
448;7;1994;5.17742
450;1;2007;8.81613
450;1;2018;7.42903
450;2;1991;7.875
450;2;1996;8.39002
450;2;1997;6.75074
450;2;2003;7.94643
450;3;2013;6.02258
450;3;2014;6.81935
450;5;2019;5.87419
450;7;1994;5.68065
450;8;2015;5.82258
450;11;1994;5.81667
450;11;1995;5.35
450;12;2011;7.37742
452;2;1987;6.075
452;3;1987;4.43226
452;4;1984;2.69667
452;5;1987;4.36129
452;6;1986;2.08333
452;7;1984;5.15161
452;9;1987;3.21667
452;10;1985;1.87742
452;11;1985;3.79333
452;11;1986;4.33
452;12;1985;4
454;1;2007;10.1903
454;1;2018;8.76129
454;2;2003;9.16786
454;3;2013;4.85161
454;3;2014;5.16129
454;3;2018;4.7
454;3;2019;4.68065
454;5;2019;5.09677
454;8;2015;5.43871
454;8;2016;4.68387
454;9;2007;4.21667
454;11;2006;4.08667
454;11;2007;4.27667
454;11;2016;3.79
454;12;2011;8.19677
456;1;1988;9.3
456;1;2007;9.02258
456;3;2014;9.26774
456;5;2019;5.92258
456;7;1984;6.00968
456;7;1994;5.71935
456;8;2015;6.10968
456;11;1994;5.55
458;1;1983;9.34516
458;1;1988;9.28065
458;4;1983;3.36667
458;4;1984;3.07333
458;5;1987;4.74194
458;5;1992;5.45484
458;7;1984;4.63226
458;7;1994;4.49677
458;9;1987;3.44667
458;11;1994;6.15
458;12;1985;3.50968
458;12;1993;4.15806
460;1;2018;8.07097
460;3;2018;5.21613
460;3;2019;4.86129
460;4;2018;5.62333
460;5;2019;5.38065
460;6;2020;4.11
460;8;2015;5.79355
460;8;2016;4.4
460;9;2017;4.42667
460;9;2023;4.52667
460;11;2016;3.7
460;12;2016;4.76774
462;3;1977;5.79677
462;4;1974;3.16667
462;5;1969;3.04516
462;5;1970;3.24516
462;5;1971;2.85484
462;6;1971;2.85
462;7;1977;3.50968
462;9;1976;4.14
462;11;1976;2.71
464;1;1988;7.84194
464;5;1987;5.54516
464;5;1988;5.10645
464;5;1991;4.99355
464;5;1992;4.95484
464;7;1984;5.23226
464;11;1986;5.42667
466;3;1972;4.69677
466;3;1977;5.28507
466;4;1971;3.01333
466;4;1974;2.97
466;5;1969;3.17419
466;5;1970;2.70645
466;5;1971;2.96774
466;6;1979;3.61333
466;11;1976;2.68667
470;1;1963;8.15161
470;3;1962;6.99032
470;5;1970;3.48065
470;7;1963;3.05161
470;7;1965;3.07097
470;8;1972;2.60968
470;9;1973;4.16
472;1;1963;8.26129
472;3;1962;7.09355
472;7;1963;2.97419
472;9;1962;2.78333
